purchase_date,item_name,item_price,purchase_month,顧客名,かな,地域,メールアドレス,登録日
2019-07-22 16:22:37,商品I,900.0,201907,金森なつみ,かなもり なつみ,F市,kanamori_natsumi@example.com,2018-03-24 00:00:00
2019-07-07 04:20:26,商品Q,1700.0,201907,望月真悠子,もちづき まゆこ,A市,mochiduki_mayuko@example.com,2018-03-29 00:00:00
2019-01-22 00:58:05,商品D,400.0,201901,榊原しぼり,さかきばら しぼり,D市,sakakibara_shibori@example.com,2017-03-13 00:00:00
2019-07-13 17:23:27,商品J,1000.0,201907,川上りえ,かわかみ りえ,G市,kawakami_rie@example.com,2017-06-20 00:00:00
2019-06-19 20:07:35,商品J,1000.0,201906,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08 00:00:00
2019-05-25 00:54:48,商品E,500.0,201905,平田鉄二,ひらた てつじ,D市,hirata_tetsuji@example.com,2017-06-07 00:00:00
2019-05-18 06:02:45,商品Y,2500.0,201905,井本マサカズ,いもと まさかず,C市,imoto_masakazu@example.com,2017-04-06 00:00:00
2019-05-22 19:45:58,商品Q,1700.0,201905,岩沢那奈,いわさわ なな,H市,iwasawa_nana@example.com,2017-07-13 00:00:00
2019-07-25 20:05:01,商品P,1600.0,201907,合田光,あいだ ひかる,D市,aida_hikaru@example.com,2018-05-22 00:00:00
2019-04-13 21:57:34,商品Q,1700.0,201904,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-07-24 11:28:14,商品R,1800.0,201907,堀北雅彦,ほりきた まさひこ,H市,horikita_masahiko@example.com,2017-05-05 00:00:00
2019-02-23 07:41:30,商品U,2100.0,201902,石田花,いしだ はな,C市,ishida_hana@example.com,2017-05-17 00:00:00
2019-07-07 18:07:39,商品V,2200.0,201907,中田美智子,なかた みちこ,E市,nakata_michiko@example.com,2017-05-30 00:00:00
2019-05-09 02:52:49,商品W,2300.0,201905,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-07-06 17:35:57,商品I,900.0,201907,石渡小雁,いしわたり こがん,D市,ishiwatari_kogan@example.com,2017-07-28 00:00:00
2019-07-30 23:38:52,商品H,800.0,201907,沖遥,おき はるか,B市,oki_haruka@example.com,2018-07-21 00:00:00
2019-01-05 07:30:27,商品K,1100.0,201901,梅村秀樹,うめむら ひでき,F市,umemura_hideki@example.com,2017-04-01 00:00:00
2019-02-20 11:48:39,商品R,1800.0,201902,石田花,いしだ はな,C市,ishida_hana@example.com,2017-05-17 00:00:00
2019-05-24 11:11:28,商品X,2400.0,201905,石崎幸子,いしざき さちこ,F市,ishizaki_sachiko@example.com,2017-06-12 00:00:00
2019-07-27 00:13:45,商品S,1900.0,201907,根岸仁晶,ねぎし ひろあき,D市,negishi_hiroaki@example.com,2017-04-04 00:00:00
2019-04-11 18:06:02,商品X,2400.0,201904,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-07-09 23:55:57,商品J,1000.0,201907,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27 00:00:00
2019-05-31 01:03:40,商品T,2000.0,201905,綾瀬俊介,あやせ しゅんすけ,B市,ayase_shunsuke@example.com,2017-01-28 00:00:00
2019-01-02 14:52:11,商品S,1900.0,201901,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-16 00:00:00
2019-03-09 15:19:04,商品Y,2500.0,201903,岡村希,おかむら のぞみ,H市,okamura_nozomi@example.com,2018-05-19 00:00:00
2019-05-25 06:29:21,商品T,2000.0,201905,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22 00:00:00
2019-07-22 21:29:38,商品R,1800.0,201907,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13 00:00:00
2019-02-15 12:27:41,商品C,300.0,201902,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-08 00:00:00
2019-05-29 14:18:23,商品H,800.0,201905,五十嵐春樹,いがらし はるき,F市,igarashi_haruki@example.com,2017-01-06 00:00:00
2019-07-31 16:56:48,商品V,2200.0,201907,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29 00:00:00
2019-06-01 11:26:22,商品R,1800.0,201906,深田信輔,ふかだ しんすけ,G市,fukada_shinsuke@example.com,2017-07-07 00:00:00
2019-03-20 06:39:43,商品V,2200.0,201903,唐沢景子,からさわ けいこ,D市,karasawa_keiko@example.com,2018-05-02 00:00:00
2019-06-13 05:05:13,商品H,800.0,201906,浅田賢二,あさだ けんじ,C市,asada_kenji@example.com,2018-04-07 00:00:00
2019-04-02 13:51:50,商品J,1000.0,201904,唐沢涼,からさわ りょう,H市,karasawa_ryou@example.com,2018-02-27 00:00:00
2019-07-02 21:38:49,商品H,800.0,201907,稲田将也,いなだ まさや,G市,inada_masaya@example.com,2017-02-05 00:00:00
2019-07-02 06:05:29,商品L,1200.0,201907,徳重優,とくしげ ゆう,B市,tokushige_yuu@example.com,2017-01-05 00:00:00
2019-01-04 01:48:45,商品D,400.0,201901,西原未華子,にしはら みかこ,C市,nishihara_mikako@example.com,2018-05-18 00:00:00
2019-03-01 23:37:03,商品Q,1700.0,201903,島袋友以乃,しまぶくろ ゆいの,C市,shimabukuro_yuino@example.com,2018-04-14 00:00:00
2019-07-24 19:56:53,商品R,1800.0,201907,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-07-13 00:03:11,商品R,1800.0,201907,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-06 00:00:00
2019-03-27 07:09:56,商品N,1400.0,201903,影山輝信,かげやま あきのぶ,A市,kageyama_akinobu@example.com,2017-01-23 00:00:00
2019-06-12 08:17:39,商品F,600.0,201906,外山広司,そとやま こうじ,C市,sotoyama_kouji@example.com,2017-06-28 00:00:00
2019-01-27 00:16:33,商品W,2300.0,201901,堀内聡,ほりうち さとし,B市,horiuchi_satoshi@example.com,2018-05-15 00:00:00
2019-05-29 12:43:44,商品H,800.0,201905,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-02-06 02:00:33,商品M,1300.0,201902,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16 00:00:00
2019-04-29 18:17:16,商品U,2100.0,201904,西島知世,にしじま ちせ,A市,nishijima_chise@example.com,2018-03-11 00:00:00
2019-05-14 21:09:50,商品A,100.0,201905,日野夏希,ひの なつき,A市,hino_natsuki@example.com,2017-05-23 00:00:00
2019-06-17 14:38:13,商品R,1800.0,201906,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29 00:00:00
2019-07-29 08:59:50,商品G,700.0,201907,梅沢麻緒,うめざわ まお,A市,umezawa_mao@example.com,2017-06-20 00:00:00
2019-07-14 17:21:18,商品F,600.0,201907,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16 00:00:00
2019-02-04 09:04:31,商品T,2000.0,201902,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27 00:00:00
2019-02-19 19:42:35,商品K,1100.0,201902,松居満,まつい みつる,A市,matsui_mitsuru@example.com,2018-03-04 00:00:00
2019-02-16 07:17:43,商品X,2400.0,201902,岩井莉緒,いわい りお,F市,iwai_rio@example.com,2018-05-27 00:00:00
2019-02-20 09:27:26,商品S,1900.0,201902,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-08 00:00:00
2019-05-22 17:28:56,商品F,600.0,201905,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-08 00:00:00
2019-01-03 05:14:10,商品D,400.0,201901,星野美嘉,ほしの みか,G市,hoshino_mika1@example.com,2018-03-29 00:00:00
2019-03-30 05:49:07,商品D,400.0,201903,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19 00:00:00
2019-05-23 03:08:05,商品A,100.0,201905,堀江佑,ほりえ たすく,H市,horie_tasuku@example.com,2018-05-14 00:00:00
2019-02-25 07:58:31,商品B,200.0,201902,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-16 00:00:00
2019-02-25 10:35:21,商品B,200.0,201902,石崎幸子,いしざき さちこ,F市,ishizaki_sachiko@example.com,2017-06-12 00:00:00
2019-02-25 06:36:46,商品O,1500.0,201902,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10 00:00:00
2019-02-21 15:24:39,商品W,2300.0,201902,平田鉄二,ひらた てつじ,D市,hirata_tetsuji@example.com,2017-06-07 00:00:00
2019-05-24 06:45:33,商品L,1200.0,201905,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-25 00:00:00
2019-06-13 23:31:44,商品E,500.0,201906,影山輝信,かげやま あきのぶ,A市,kageyama_akinobu@example.com,2017-01-23 00:00:00
2019-05-18 14:28:40,商品P,1600.0,201905,青山鉄洋,あおやま てつひろ,C市,aoyama_tetsuhiro@example.com,2017-01-07 00:00:00
2019-06-27 00:16:12,商品E,500.0,201906,島本研二,しまもと けんじ,H市,shimamoto_kenji@example.com,2018-03-24 00:00:00
2019-07-05 19:11:35,商品X,2400.0,201907,井口寛治,いぐち かんじ,B市,iguchi_kanji@example.com,2017-02-19 00:00:00
2019-07-27 09:17:21,商品T,2000.0,201907,さだ千佳子,さだ ちかこ,H市,sada_chikako@example.com,2017-07-01 00:00:00
2019-03-14 11:03:34,商品K,1100.0,201903,沖遥,おき はるか,B市,oki_haruka@example.com,2018-07-21 00:00:00
2019-03-06 17:20:51,商品X,2400.0,201903,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-07-14 03:39:51,商品A,100.0,201907,岡村希,おかむら のぞみ,H市,okamura_nozomi@example.com,2018-05-19 00:00:00
2019-02-28 07:57:52,商品Y,2500.0,201902,手塚雅之,てづか まさゆき,E市,teduka_masayuki@example.com,2017-07-05 00:00:00
2019-05-29 15:51:23,商品C,300.0,201905,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30 00:00:00
2019-05-22 19:48:43,商品X,2400.0,201905,合田光,あいだ ひかる,D市,aida_hikaru@example.com,2018-05-22 00:00:00
2019-02-02 01:34:00,商品I,900.0,201902,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-07-17 07:33:32,商品S,1900.0,201907,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13 00:00:00
2019-06-02 22:36:48,商品S,1900.0,201906,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27 00:00:00
2019-05-07 21:19:26,商品D,400.0,201905,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25 00:00:00
2019-01-30 00:55:14,商品Q,1700.0,201901,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16 00:00:00
2019-06-26 19:06:25,商品Q,1700.0,201906,今茜,こん あかね,F市,kon_akane@example.com,2018-05-20 00:00:00
2019-01-06 16:34:51,商品K,1100.0,201901,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13 00:00:00
2019-03-09 02:50:57,商品M,1300.0,201903,大城ケンイチ,おおしろ けんいち,B市,ooshiro_kenichi@example.com,2017-06-13 00:00:00
2019-03-29 10:44:22,商品T,2000.0,201903,鶴岡薫,つるおか かおる,F市,tsuruoka_kaoru@example.com,2017-03-12 00:00:00
2019-04-18 15:53:02,商品C,300.0,201904,小松隼士,こまつ しゅんじ,C市,komatsu_shunji@example.com,2017-01-08 00:00:00
2019-03-23 00:41:44,商品C,300.0,201903,矢沢恵梨香,やざわ えりか,G市,yazawa_erika@example.com,2018-03-22 00:00:00
2019-06-12 04:51:36,商品C,300.0,201906,森岡季衣,もりおか としえ,H市,morioka_toshie@example.com,2017-01-30 00:00:00
2019-02-05 17:21:42,商品W,2300.0,201902,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12 00:00:00
2019-01-29 21:06:34,商品L,1200.0,201901,那須蒼甫,なす そうすけ,A市,nasu_sousuke@example.com,2017-04-22 00:00:00
2019-07-11 06:43:12,商品I,900.0,201907,梅村秀樹,うめむら ひでき,F市,umemura_hideki@example.com,2017-04-01 00:00:00
2019-07-06 16:00:38,商品A,100.0,201907,井上桃子,いのうえ ももこ,F市,inoue_momoko@example.com,2018-06-18 00:00:00
2019-07-13 19:05:26,商品T,2000.0,201907,熊倉明日,くまくら めいび,G市,kumakura_meibi@example.com,2018-05-07 00:00:00
2019-01-12 15:57:40,商品C,300.0,201901,有馬徹平,ありま てっぺい,H市,arima_teppei@example.com,2018-06-13 00:00:00
2019-01-29 12:58:03,商品W,2300.0,201901,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-05-07 15:07:04,商品C,300.0,201905,唐沢涼,からさわ りょう,H市,karasawa_ryou@example.com,2018-02-27 00:00:00
2019-05-26 08:01:20,商品J,1000.0,201905,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-16 00:00:00
2019-03-17 23:56:57,商品U,2100.0,201903,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-05-15 00:35:42,商品P,1600.0,201905,松岡ノブヒコ,まつおか のぶひこ,B市,matsuoka_nobuhiko@example.com,2018-05-02 00:00:00
2019-06-07 13:19:22,商品X,2400.0,201906,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-24 00:00:00
2019-07-10 22:21:28,商品R,1800.0,201907,宇野秀樹,うの ひでき,C市,uno_hideki@example.com,2017-01-30 00:00:00
2019-02-07 04:10:49,商品F,600.0,201902,川上りえ,かわかみ りえ,G市,kawakami_rie@example.com,2017-06-20 00:00:00
2019-04-17 18:43:47,商品K,1100.0,201904,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30 00:00:00
2019-01-18 14:16:30,商品O,1500.0,201901,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07 00:00:00
2019-01-11 08:20:24,商品M,1300.0,201901,宇野秀樹,うの ひでき,C市,uno_hideki@example.com,2017-01-30 00:00:00
2019-07-22 08:49:31,商品J,1000.0,201907,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25 00:00:00
2019-04-22 22:41:36,商品T,2000.0,201904,日比野徹,ひびの とおる,C市,hibino_tohru@example.com,2018-02-22 00:00:00
2019-02-13 04:32:20,商品I,900.0,201902,鶴岡薫,つるおか かおる,F市,tsuruoka_kaoru@example.com,2017-03-12 00:00:00
2019-06-12 00:42:19,商品W,2300.0,201906,矢部美幸,やべ みゆき,F市,yabe_miyuki@example.com,2017-05-25 00:00:00
2019-03-02 17:31:10,商品W,2300.0,201903,深沢ひろ子,ふかざわ ひろこ,C市,fukazawa_hiroko@example.com,2018-03-17 00:00:00
2019-05-14 18:09:17,商品B,200.0,201905,本多フミヤ,ほんだ ふみや,F市,honnda_fumiya@example.com,2017-05-23 00:00:00
2019-03-15 01:09:40,商品U,2100.0,201903,内村まさみ,うちむら まさみ,A市,uchimura_masami@example.com,2018-03-12 00:00:00
2019-01-28 11:42:26,商品W,2300.0,201901,岩城徹平,いわき てっぺい,C市,iwaki_teppei@example.com,2018-01-26 00:00:00
2019-07-13 23:10:02,商品N,1400.0,201907,杉下悟志,すぎした さとし,E市,sugishita_satoshi@example.com,2018-02-17 00:00:00
2019-03-19 21:24:51,商品G,700.0,201903,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10 00:00:00
2019-04-03 02:29:15,商品C,300.0,201904,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-24 00:00:00
2019-02-20 11:21:25,商品E,500.0,201902,堀サンタマリア,ほり さんたまりあ,G市,hori_stmaria@example.com,2018-04-24 00:00:00
2019-03-25 20:28:27,商品G,700.0,201903,松谷愛子,まつたに あいこ,D市,matsutani_aiko@example.com,2018-07-30 00:00:00
2019-05-17 00:44:06,商品B,200.0,201905,松岡ノブヒコ,まつおか のぶひこ,B市,matsuoka_nobuhiko@example.com,2018-05-02 00:00:00
2019-01-19 19:19:06,商品I,900.0,201901,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-07-16 19:31:33,商品P,1600.0,201907,芳賀希,はが のぞみ,A市,haga_nozomi@example.com,2018-01-07 00:00:00
2019-06-17 05:36:15,商品O,1500.0,201906,河村由樹,かわむら ゆき,C市,kawamura_yuki@example.com,2017-03-17 00:00:00
2019-03-28 20:27:48,商品M,1300.0,201903,影山輝信,かげやま あきのぶ,A市,kageyama_akinobu@example.com,2017-01-23 00:00:00
2019-06-30 18:41:53,商品C,300.0,201906,堀北雅彦,ほりきた まさひこ,H市,horikita_masahiko@example.com,2017-05-05 00:00:00
2019-06-10 10:27:50,商品B,200.0,201906,横田遥,よこた はるか,H市,yokota_haruka@example.com,2018-02-24 00:00:00
2019-04-03 14:22:49,商品O,1500.0,201904,中仁晶,なか ひろあき,G市,naka_hiroaki@example.com,2018-01-29 00:00:00
2019-06-21 15:47:43,商品N,1400.0,201906,小川美菜,おがわ みな,G市,ogawa_mina@example.com,2017-05-05 00:00:00
2019-02-24 10:52:36,商品W,2300.0,201902,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12 00:00:00
2019-05-17 20:22:43,商品R,1800.0,201905,榎本薫,えのもと かおる,C市,enomoto_kaoru@example.com,2017-06-15 00:00:00
2019-02-02 04:16:38,商品H,800.0,201902,根岸莉央,ねぎし りお,G市,negishi_rio@example.com,2018-06-29 00:00:00
2019-01-13 17:37:46,商品W,2300.0,201901,相原ひとり,あいはら ひとり,H市,aihara_hitori@example.com,2018-06-11 00:00:00
2019-05-17 06:37:35,商品C,300.0,201905,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23 00:00:00
2019-05-22 23:30:15,商品E,500.0,201905,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-06 00:00:00
2019-03-15 15:13:59,商品X,2400.0,201903,熊倉綾,くまくら あや,H市,kumakura_aya@example.com,2017-07-13 00:00:00
2019-05-28 00:52:09,商品B,200.0,201905,根本博明,ねもと ひろあき,E市,nemoto_hiroaki@example.com,2017-07-02 00:00:00
2019-06-13 08:41:57,商品U,2100.0,201906,田畑正敏,たばた まさとし,A市,tabata_masatoshi@example.com,2018-02-06 00:00:00
2019-05-25 11:11:04,商品F,600.0,201905,亀井一徳,かめい いっとく,A市,kamei_ittoku@example.com,2017-03-04 00:00:00
2019-07-24 20:52:52,商品V,2200.0,201907,進藤瞬,しんどう しゅん,A市,shinndou_shun@example.com,2017-07-04 00:00:00
2019-03-05 21:03:33,商品S,1900.0,201903,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-04-07 12:56:29,商品U,2100.0,201904,徳重優,とくしげ ゆう,B市,tokushige_yuu@example.com,2017-01-05 00:00:00
2019-07-29 09:57:03,商品S,1900.0,201907,杉下悟志,すぎした さとし,E市,sugishita_satoshi@example.com,2018-02-17 00:00:00
2019-07-09 12:20:08,商品S,1900.0,201907,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25 00:00:00
2019-07-26 20:35:45,商品D,400.0,201907,岡村希,おかむら のぞみ,H市,okamura_nozomi@example.com,2018-05-19 00:00:00
2019-02-11 03:37:38,商品T,2000.0,201902,石崎幸子,いしざき さちこ,F市,ishizaki_sachiko@example.com,2017-06-12 00:00:00
2019-06-26 17:47:47,商品G,700.0,201906,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-04-27 19:09:22,商品Q,1700.0,201904,石田佑,いしだ たすく,E市,ishida_tasuku@example.com,2018-05-12 00:00:00
2019-07-28 07:55:39,商品A,100.0,201907,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25 00:00:00
2019-06-26 21:08:46,商品F,600.0,201906,根岸莉央,ねぎし りお,G市,negishi_rio@example.com,2018-06-29 00:00:00
2019-06-01 21:13:53,商品L,1200.0,201906,星野美嘉,ほしの みか,G市,hoshino_mika1@example.com,2018-03-29 00:00:00
2019-01-16 03:37:36,商品S,1900.0,201901,相川良介,あいかわ りょうすけ,B市,aikawa_ryousuke@example.com,2017-07-03 00:00:00
2019-06-26 04:19:23,商品M,1300.0,201906,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09 00:00:00
2019-02-01 08:50:08,商品X,2400.0,201902,島本研二,しまもと けんじ,H市,shimamoto_kenji@example.com,2018-03-24 00:00:00
2019-01-03 08:14:07,商品X,2400.0,201901,新谷智花,あらや ともか,F市,araya_tomoka@example.com,2017-02-14 00:00:00
2019-01-06 19:25:47,商品B,200.0,201901,石田花,いしだ はな,C市,ishida_hana@example.com,2017-05-17 00:00:00
2019-06-23 11:46:16,商品F,600.0,201906,松居満,まつい みつる,A市,matsui_mitsuru@example.com,2018-03-04 00:00:00
2019-07-03 02:12:42,商品D,400.0,201907,さだ千佳子,さだ ちかこ,H市,sada_chikako@example.com,2017-07-01 00:00:00
2019-01-09 13:57:58,商品E,500.0,201901,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25 00:00:00
2019-06-22 22:22:19,商品S,1900.0,201906,熊倉明日,くまくら めいび,G市,kumakura_meibi@example.com,2018-05-07 00:00:00
2019-03-16 22:24:40,商品F,600.0,201903,矢部惇,やべ じゅん,A市,yabe_jun@example.com,2018-05-20 00:00:00
2019-03-22 14:22:07,商品Y,2500.0,201903,さだ千佳子,さだ ちかこ,H市,sada_chikako@example.com,2017-07-01 00:00:00
2019-01-20 18:13:33,商品V,2200.0,201901,杉下悟志,すぎした さとし,E市,sugishita_satoshi@example.com,2018-02-17 00:00:00
2019-02-05 19:26:45,商品U,2100.0,201902,水野メイサ,みずの めいさ,D市,mizuno_meisa@example.com,2017-07-30 00:00:00
2019-04-16 04:29:35,商品W,2300.0,201904,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-03-19 16:33:07,商品J,1000.0,201903,沖遥,おき はるか,B市,oki_haruka@example.com,2018-07-21 00:00:00
2019-02-15 14:20:15,商品J,1000.0,201902,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-05-04 18:39:29,商品L,1200.0,201905,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08 00:00:00
2019-02-09 20:28:42,商品O,1500.0,201902,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06 00:00:00
2019-01-22 10:07:53,商品I,900.0,201901,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25 00:00:00
2019-03-10 21:55:38,商品K,1100.0,201903,石崎幸子,いしざき さちこ,F市,ishizaki_sachiko@example.com,2017-06-12 00:00:00
2019-05-28 04:03:37,商品E,500.0,201905,荻野愛,おぎの あい,F市,ogino_ai@example.com,2017-05-17 00:00:00
2019-04-20 06:26:48,商品J,1000.0,201904,清水裕次郎,しみず ゆうじろう,C市,shimizu_yuujirou@example.com,2018-03-09 00:00:00
2019-01-16 16:51:01,商品Y,2500.0,201901,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-08 00:00:00
2019-02-10 06:19:38,商品Q,1700.0,201902,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-05-17 01:05:39,商品M,1300.0,201905,榎本薫,えのもと かおる,C市,enomoto_kaoru@example.com,2017-06-15 00:00:00
2019-07-14 16:47:41,商品N,1400.0,201907,五十嵐春樹,いがらし はるき,F市,igarashi_haruki@example.com,2017-01-06 00:00:00
2019-02-25 03:45:30,商品C,300.0,201902,青山鉄洋,あおやま てつひろ,C市,aoyama_tetsuhiro@example.com,2017-01-07 00:00:00
2019-01-14 03:40:44,商品V,2200.0,201901,矢沢恵梨香,やざわ えりか,G市,yazawa_erika@example.com,2018-03-22 00:00:00
2019-02-27 15:43:55,商品D,400.0,201902,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15 00:00:00
2019-04-27 02:50:16,商品A,100.0,201904,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28 00:00:00
2019-01-11 18:34:17,商品R,1800.0,201901,大地礼子,おおち れいこ,E市,oochi_reiko@example.com,2017-05-09 00:00:00
2019-02-19 04:38:17,商品N,1400.0,201902,小平陽子,こひら ようこ,B市,kohira_youko@example.com,2018-01-21 00:00:00
2019-03-09 22:29:14,商品A,100.0,201903,堀江佑,ほりえ たすく,H市,horie_tasuku@example.com,2018-05-14 00:00:00
2019-02-23 01:20:32,商品C,300.0,201902,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-01-15 17:29:27,商品O,1500.0,201901,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23 00:00:00
2019-07-31 23:05:47,商品L,1200.0,201907,日比野徹,ひびの とおる,C市,hibino_tohru@example.com,2018-02-22 00:00:00
2019-01-26 20:41:21,商品M,1300.0,201901,井村俊二,いむら しゅんじ,D市,imura_shunji@example.com,2017-04-14 00:00:00
2019-02-02 04:01:43,商品C,300.0,201902,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-04-22 11:43:09,商品O,1500.0,201904,荻野愛,おぎの あい,F市,ogino_ai@example.com,2017-05-17 00:00:00
2019-02-21 04:36:36,商品S,1900.0,201902,田辺きみまろ,たなべ きみまろ,C市,tanabe_kimimaro@example.com,2017-02-12 00:00:00
2019-06-21 00:01:21,商品A,100.0,201906,小栗正義,おぐり まさよし,G市,oguri_masayoshi@example.com,2017-07-05 00:00:00
2019-03-12 03:30:33,商品F,600.0,201903,森岡季衣,もりおか としえ,H市,morioka_toshie@example.com,2017-01-30 00:00:00
2019-07-11 00:52:19,商品P,1600.0,201907,深沢ひろ子,ふかざわ ひろこ,C市,fukazawa_hiroko@example.com,2018-03-17 00:00:00
2019-07-30 17:38:54,商品B,200.0,201907,横田遥,よこた はるか,H市,yokota_haruka@example.com,2018-02-24 00:00:00
2019-07-14 17:29:52,商品O,1500.0,201907,高梨結衣,たかなし ゆい,C市,takanashi_yui@example.com,2018-05-21 00:00:00
2019-02-22 15:01:52,商品S,1900.0,201902,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-05-06 22:14:04,商品M,1300.0,201905,白井俊二,しらい しゅんじ,H市,shirai_shunji@example.com,2018-05-24 00:00:00
2019-05-29 09:26:20,商品R,1800.0,201905,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15 00:00:00
2019-06-17 05:35:56,商品V,2200.0,201906,小平陽子,こひら ようこ,B市,kohira_youko@example.com,2018-01-21 00:00:00
2019-07-08 05:07:05,商品S,1900.0,201907,相原ひとり,あいはら ひとり,H市,aihara_hitori@example.com,2018-06-11 00:00:00
2019-06-18 21:34:20,商品O,1500.0,201906,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-03-11 01:50:21,商品U,2100.0,201903,鳥居広司,とりい こうじ,B市,torii_kouji@example.com,2018-03-08 00:00:00
2019-04-12 13:30:31,商品R,1800.0,201904,小町瞬,こまち しゅん,D市,komachi_shun@example.com,2018-07-22 00:00:00
2019-01-19 08:20:40,商品E,500.0,201901,岡田敏也,おかだ としや,E市,okada_toshiya@example.com,2017-02-16 00:00:00
2019-05-30 05:59:27,商品N,1400.0,201905,唐沢涼,からさわ りょう,H市,karasawa_ryou@example.com,2018-02-27 00:00:00
